キャリア,機種名,メーカー,ニックネーム,発売日,シリーズ,マークアップ言語,ブラウザバージョン,通信速度,画像階調,GIF,JPEG,PNG,BMP2,BMP4,MNG,通信方式,SSL対応,カメラの画素数,第二カメラの画素数,アプリケーション対応,アプリケーション種類,アプリケーションバージョン,アプリケーション最大容量,外部メモリースロットとメディアの種類,和音数,着うた対応,着うたフル対応,着ムービー対応,QR対応,Felica対応,Bluetooth対応,FLASH対応,ルートCA証明書VeriSign,ルートCA証明書Entrust,ルートCA証明書Cyber Trust,ルートCA証明書Geotrust,ルートCA証明書RSA Security,QVGA画面,フルブラウザ対応,赤外線対応,添付ファイルビューアー対応,GPS対応,MOVIE形式,フルブラウザバージョン,フルブラウザUSER-AGENT,添付受信サイズ,Flashバージョン,キャッシュ容量,ワンセグ対応,テレビ電話対応,office文書WebDL,officeファイル表示可能サイズ,Cookie,機体番号送信,モバイルSuica,メールURL長,BookMarkURL長,ブラウザURL長,プッシュ型情報配信,メール件名文字数,アニメーションGIF,透過GIF,添付送信サイズ,HTMLメール,きせかえツール,タッチパネル,横画面用待受設定,横画面ブラウザ対応,最終更新日
au,A5520SA,SANYO,ジュニアケータイ,2006/2/25,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/9/4
au,A5520SAII,SANYO,ジュニアケータイ,2006/9/2,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/9/4
au,A5521K,KYOCERA,,2006/6/3,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/6/6
au,A5522SA,SANYO,,2006/9/8,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,134万画素,,Y,BREW,BREW2.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/9/8
au,A5523T,TOSHIBA,,2007/1/27,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/1/29
au,A5524SA,SANYO,Sweets cute,2007/2/24,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW3.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/2/26
au,A5525SA,SANYO,ジュニアケータイ,2007/3/9,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW3.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/4/11
au,A5526K,KYOCERA,,2007/6/1,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW3.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/6/1
au,A5527SA,SANYO,,2007/7/21,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,134万画素,,Y,BREW,BREW2.1,600K,microSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/7/23
au,A5528K,KYOCERA,簡単ケータイ,2007/9/1,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW3.1,600K,,64,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/9/4
au,A5529T,TOSHIBA,,2007/11/23,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/11/29
au,B01K,KYOCERA,,2006/3/20,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,32万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/1/23
au,C1001SA,SANYO,,2001/12/13,C1000,HDML,3,14.4Kbps,カラー65536色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C1002S,SonyEricsson,,2001/12/22,C1000,HDML,3,14.4Kbps,カラー65536色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C201H,HITACHI,,1999/4/14,C200,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,1,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2008/6/13
au,C202DE,DENSO,,1999/10/4,C200,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,1,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2008/6/13
au,C3001H,HITACHI,,2001/12/1,C3000,XHTML_Basic,6,64Kbps,カラー4096色,Y,Y,Y,Y,N,N,cdmaOne,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,C3002K,KYOCERA,,2001/12/25,C3000,XHTML_Basic,6,64Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdmaOne,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,C3003P,Panasonic,,2002/3/31,C3000,XHTML_Basic,6,64Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdmaOne,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,C301T,TOSHIBA,,1999/12/25,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,1,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C302H,HITACHI,,1999/12/25,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,4,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C303CA,CASIO,,2000/1/5,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,1,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C304SA,SANYO,,2000/1/5,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,3,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1472,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C305S,SONY,,2000/2/5,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,Y,N,cdmaOne,L,,,N,,,,,3,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1472,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C307K,KYOCERA,,2000/8/17,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,4,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C308P,Panasonic,,2000/7/4,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,Y,N,cdmaOne,L,,,N,,,,,3,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C309H,HITACHI,,2000/7/29,C300,HDML,3,14.4Kbps,カラー256色,N,N,Y,N,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,8220,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C310T,TOSHIBA,,2000/10/2,C300,HDML,3,14.4Kbps,カラー256色,N,N,Y,N,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,8220,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C311CA,CASIO,,2000/9/15,C300,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,N,N,cdmaOne,L,,,N,,,,,1,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,1492,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C313K,KYOCERA,,2000/12/5,C300,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,4,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,8220,N,N,N,-,S,Y,N,-,-,-,N,-,N,N,0,N,N,N,N,N,2006/11/9
au,C401SA,SANYO,,2000/11/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C402DE,DENSO,,2000/11/15,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C403ST,SANYO,,2000/11/15,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C404S,SONY,,2000/11/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,メモリースティック,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C405SA,SANYO,,2000/12/25,C400,HDML,3,14.4Kbps,モノクロ,N,N,N,Y,Y,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C406S,SONY,,2000/12/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C407H,HITACHI,,2001/3/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C408P,Panasonic,,2001/3/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C409CA,CASIO,,2001/3/15,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8192,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C410T,TOSHIBA,,2001/5/26,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C411ST,SANYO,,2001/7/5,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C412SA,SANYO,,2001/7/5,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C413S,SONY,,2001/6/25,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C414K,KYOCERA,,2001/8/15,C400,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C414KII,KYOCERA,,2001/12/5,C400,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C415T,TOSHIBA,,2001/8/5,C400,HDML,3,14.4Kbps,カラー4096色,N,N,Y,Y,N,N,cdmaOne,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C451H,HITACHI,,2001/7/5,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,Y,Java,Phase1,50K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C452CA,CASIO,,2001/8/5,C400,HDML,3,14.4Kbps,カラー256色,N,N,Y,Y,N,N,cdmaOne,L,,,Y,Java,Phase1,50K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8192,N,N,N,-,S,Y,N,128,256,256,N,50,N,N,100K,N,N,N,N,N,2006/11/9
au,C5001T,TOSHIBA,,2001/12/7,C5000,XHTML_Basic,6,64Kbps,カラー4096色,Y,Y,Y,Y,N,N,cdmaOne,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,amc,,,100K,0,65536,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,CA001,CASIO,,2009/2/6,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,500万画素,,Y,BREW/Java,BREW4.0,600K,microSD,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA3D) Opera 8.60 [ja],2M,Flash Lite 3.0,131072,Y,N,Y,2M,C,Y,Y,256,256,256,Y,50,Y,Y,2M,Y,Y,Y,N,N,2009/2/7
au,CA002,CASIO,G'zOne,2009/5/30,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,197万画素,,Y,BREW/Java,BREW4.0,600K,microSD,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA3E) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/6/1
au,E02SA,SANYO,,2006/7/28,E0x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,127万画素,,Y,BREW,BREW3.1,600K,miniSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SA37) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,500K,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/11/28
au,E03CA,CASIO,,2006/12/8,E0x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA36) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,500K,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/4/11
au,E05SH,SHARP,,2009/5/1,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,203万画素,,Y,BREW/Java,BREW4.0,600K,microSD,128,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SH39) Opera 8.60 [ja],3M,Flash Lite 2.0,131072,N,N,Y,3M,C,Y,Y,256,256,256,Y,50,Y,Y,2M,Y,Y,N,N,N,2009/5/1
au,H001,HITACHI,Woooケータイ,2009/2/6,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,500万画素,34万画素,Y,BREW/Java,BREW4.0,600K,microSD,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI3F) Opera 8.60 [ja],2M,Flash Lite 3.0,131072,Y,Y,Y,2M,C,Y,Y,256,256,256,Y,50,Y,Y,2M,Y,Y,N,Y,N,2009/2/7
au,HIY01,HITACHI,Mobile Hi-Vision CAM Wooo,2009/7/31,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,500万画素,,Y,BREW/Java,BREW4.0,600K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI3G) Opera 8.60 [ja],2M,Flash Lite 3.0,131072,Y,N,Y,2M,C,Y,Y,256,256,256,Y,50,Y,Y,2M,Y,Y,N,Y,N,2009/8/1
au,K001,KYOCERA,,2009/1/31,W,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW,BREW3.1,600K,microSD HC,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/2/2
au,K002,KYOCERA,,2009/5/30,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,320万画素,,Y,BREW/Java,BREW3.1,600K,microSD HC,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC3O) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,Y,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/6/1
au,K003,KYOCERA,簡単ケータイ,2009/8/7,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,197万画素,,Y,BREW,BREW3.1,600K,microSD HC,64,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2009/8/7
au,KYX02,KYOCERA,misora,2009/6/29,W,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW,BREW3.1,600K,microSD HC,64,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/6/29
au,NS01,KYOCERA,,2009/2/6,W,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW,BREW3.1,600K,microSD HC,64,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/2/7
au,NS02,PANTECH,,2009/2/21,W,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW,BREW3.1,600K,microSD,128,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2009/2/23
au,P001,Panasonic,,2009/2/27,W,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO_Rev.A,E,324万画素,,Y,BREW/Java,BREW4.0,600K,microSD,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-MA35) Opera 8.60 [ja],2M,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,2M,Y,Y,N,N,N,2009/2/27
